,DEPTH,W_Tar_calibrated,SW,VSH,PHI,RW_log,Lith_id_new,Predicted_Lith_id_new,SitID
202651,401.09,2.0,1.0,0.651,0.112,-0.4907974776688971,4,4,110325
202652,401.34,2.0,1.0,0.635,0.117,-0.4907974776688971,4,4,110325
202653,401.59,2.0,1.0,0.62,0.122,-0.4907974776688971,4,4,110325
202654,401.84,2.0,1.0,0.629,0.119,-0.4907974776688971,4,4,110325
202655,402.09,2.0,1.0,0.651,0.112,-0.4907974776688971,4,4,110325
202656,402.34,2.0,1.0,0.669,0.106,-0.4907974776688971,4,4,110325
202657,402.59,2.0,1.0,0.672,0.105,-0.4907974776688971,4,4,110325
202658,402.84,2.0,1.0,0.683,0.101,-0.4907974776688971,4,4,110325
202659,403.09,2.0,1.0,0.723,0.088,-0.4907974776688971,5,5,110325
202660,403.34,2.0,1.0,0.756,0.078,-0.4907974776688971,5,5,110325
202661,403.59,2.0,1.0,0.754,0.079,-0.4907974776688971,5,5,110325
202662,403.84,2.0,1.0,0.748,0.081,-0.4907974776688971,5,5,110325
202663,404.09,2.0,1.0,0.72,0.09,-0.4921441283041691,5,5,110325
202664,404.34,2.0,1.0,0.682,0.087,-0.4921441283041691,4,4,110325
202665,404.59,2.0,1.0,0.653,0.1,-0.4921441283041691,4,4,110325
202666,404.84,2.0,1.0,0.652,0.104,-0.4921441283041691,4,4,110325
202667,405.09,2.0,1.0,0.648,0.106,-0.4921441283041691,4,4,110325
202668,405.34,2.0,1.0,0.64,0.107,-0.4921441283041691,4,4,110325
202669,405.59,2.0,1.0,0.699,0.081,-0.4921441283041691,4,4,110325
202670,405.84,2.0,1.0,0.705,0.094,-0.4921441283041691,5,5,110325
202671,406.09,2.0,1.0,0.712,0.092,-0.4921441283041691,5,5,110325
202672,406.34,2.0,1.0,0.734,0.085,-0.4921441283041691,5,5,110325
202673,406.59,2.0,1.0,0.78,0.07,-0.4921441283041691,5,5,110325
202674,406.84,2.0,1.0,0.797,0.065,-0.4921441283041691,5,5,110325
202675,407.09,2.0,1.0,0.806,0.062,-0.4921441283041691,5,5,110325
202676,407.34,2.0,1.0,0.847,0.045,-0.4921441283041691,5,5,110325
202677,407.59,2.0,1.0,0.881,0.038,-0.4921441283041691,5,5,110325
202678,407.84,2.0,1.0,0.886,0.036,-0.4921441283041691,5,5,110325
202679,408.09,2.0,1.0,0.832,0.054,-0.4921441283041691,5,5,110325
202680,408.34,2.0,1.0,0.79,0.067,-0.4921441283041691,5,5,110325
202681,408.59,2.0,1.0,0.818,0.058,-0.4921441283041691,5,5,110325
202682,408.84,2.0,1.0,0.823,0.054,-0.4921441283041691,5,5,110325
202683,409.09,2.0,1.0,0.842,0.049,-0.4921441283041691,5,5,110325
202684,409.34,2.0,1.0,0.852,0.04,-0.4921441283041691,5,5,110325
202685,409.59,2.0,1.0,0.862,0.044,-0.4921441283041691,5,5,110325
202686,409.84,2.0,1.0,0.9,0.029,-0.4921441283041691,5,5,110325
202687,410.09,2.0,1.0,0.904,0.031,-0.4921441283041691,5,5,110325
202688,410.34,2.0,1.0,0.884,0.037,-0.4921441283041691,5,5,110325
202689,410.59,2.0,1.0,0.882,0.038,-0.4921441283041691,5,5,110325
202690,410.84,2.0,1.0,0.892,0.035,-0.4921441283041691,5,5,110325
202691,411.09,2.0,1.0,0.797,0.065,-0.4921441283041691,5,5,110325
202692,411.34,2.0,1.0,0.689,0.099,-0.4921441283041691,4,4,110325
202693,411.59,2.0,1.0,0.619,0.122,-0.4921441283041691,4,4,110325
202694,411.84,2.002,0.962,0.571,0.137,-0.4921441283041691,4,4,110325
202695,412.09,2.0,1.0,0.418,0.186,-0.27083521030722996,2,2,110325
202696,412.34,2.0,1.0,0.409,0.189,-0.27083521030722996,2,2,110325
202697,412.59,2.0,1.0,0.421,0.185,-0.27083521030722996,2,2,110325
202698,412.84,2.0,1.0,0.44,0.172,-0.27083521030722996,2,2,110325
202699,413.09,2.0,1.0,0.443,0.159,-0.27083521030722996,2,2,110325
202700,413.34,2.0,1.0,0.446,0.134,-0.27083521030722996,2,2,110325
202701,413.59,2.0,1.0,0.437,0.126,-0.27083521030722996,2,2,110325
202702,413.84,2.0,1.0,0.405,0.048,-0.27083521030722996,5,2,110325
202703,414.09,2.0,1.0,0.459,0.066,-0.27083521030722996,5,2,110325
202704,414.34,2.0,1.0,0.559,0.077,-0.27083521030722996,4,4,110325
202705,414.59,2.0,1.0,0.516,0.142,-0.27083521030722996,4,4,110325
202706,414.84,2.0,1.0,0.492,0.163,-0.27083521030722996,2,2,110325
202707,415.09,2.0,1.0,0.484,0.165,-0.27083521030722996,2,2,110325
202708,415.34,2.0,1.0,0.505,0.158,-0.27164621797877153,4,4,110325
202709,415.59,2.0,1.0,0.52,0.154,-0.27164621797877153,4,4,110325
202710,415.84,2.0,1.0,0.497,0.161,-0.27164621797877153,2,2,110325
202711,416.09,2.0,1.0,0.511,0.157,-0.27164621797877153,4,4,110325
202712,416.34,2.0,1.0,0.519,0.154,-0.27164621797877153,4,4,110325
202713,416.59,2.0,1.0,0.497,0.161,-0.27164621797877153,2,2,110325
202714,416.84,2.0,1.0,0.393,0.181,-0.27164621797877153,2,2,110325
202715,417.09,2.0,1.0,0.3,0.207,-0.27164621797877153,1,2,110325
202716,417.34,2.0,1.0,0.17,0.251,-0.27164621797877153,1,1,110325
202717,417.59,2.0,1.0,0.132,0.273,-0.27164621797877153,1,1,110325
202718,417.84,2.0,1.0,0.115,0.275,-0.27164621797877153,1,1,110325
202719,418.09,2.0,1.0,0.122,0.281,-0.27164621797877153,1,1,110325
202720,418.34,2.0,1.0,0.128,0.279,-0.27164621797877153,1,1,110325
202721,418.59,2.0,1.0,0.128,0.279,-0.27164621797877153,1,1,110325
202722,418.84,2.0,1.0,0.127,0.279,-0.27164621797877153,1,1,110325
202723,419.09,2.0,1.0,0.16,0.269,-0.27164621797877153,1,1,110325
202724,419.34,2.0,1.0,0.218,0.25,-0.27164621797877153,1,1,110325
202725,419.59,2.0,1.0,0.464,0.172,-0.27164621797877153,2,2,110325
202726,419.84,2.0,1.0,0.607,0.126,-0.27164621797877153,4,4,110325
202727,420.09,2.0,1.0,0.802,0.063,-0.27164621797877153,5,5,110325
202728,420.34,2.0,1.0,0.905,0.03,-0.27245874297144357,5,5,110325
202729,420.59,2.0,1.0,0.908,0.03,-0.27245874297144357,5,5,110325
202730,420.84,2.0,1.0,0.889,0.036,-0.27245874297144357,5,5,110325
202731,421.09,2.0,1.0,0.838,0.052,-0.27245874297144357,5,5,110325
202732,421.34,2.0,1.0,0.74,0.072,-0.27245874297144357,5,5,110325
202733,421.59,2.0,1.0,0.664,0.081,-0.27245874297144357,4,4,110325
202734,421.84,2.0,1.0,0.608,0.09,-0.27245874297144357,4,4,110325
202735,422.09,2.0,1.0,0.589,0.104,-0.27245874297144357,4,4,110325
202736,422.34,2.0,1.0,0.56,0.131,-0.27245874297144357,4,4,110325
202737,422.59,2.0,1.0,0.475,0.149,-0.27245874297144357,2,2,110325
202738,422.84,2.0,1.0,0.443,0.178,-0.27245874297144357,2,2,110325
202739,423.09,2.0,1.0,0.398,0.193,-0.27245874297144357,2,2,110325
202740,423.34,2.0,1.0,0.368,0.199,-0.27245874297144357,2,2,110325
202741,423.59,2.0,1.0,0.391,0.18,-0.27245874297144357,2,2,110325
202742,423.84,2.0,1.0,0.406,0.165,-0.27245874297144357,2,2,110325
202743,424.09,2.0,1.0,0.367,0.185,-0.27245874297144357,2,2,110325
202744,424.34,2.0,1.0,0.343,0.199,-0.27245874297144357,2,2,110325
202745,424.59,2.0,1.0,0.321,0.217,-0.27245874297144357,2,2,110325
202746,424.84,2.0,1.0,0.368,0.202,-0.27245874297144357,2,2,110325
202747,425.09,2.0,1.0,0.383,0.198,-0.2732727909734277,2,2,110325
202748,425.34,2.0,1.0,0.39,0.195,-0.2732727909734277,2,2,110325
202749,425.59,2.0,1.0,0.391,0.195,-0.2732727909734277,2,2,110325
202750,425.84,2.0,1.0,0.377,0.199,-0.2732727909734277,2,2,110325
202751,426.09,2.0,1.0,0.377,0.199,-0.2732727909734277,2,2,110325
202752,426.34,2.0,1.0,0.389,0.195,-0.2732727909734277,2,2,110325
202753,426.59,2.0,1.0,0.379,0.199,-0.2732727909734277,2,2,110325
202754,426.84,2.0,1.0,0.394,0.194,-0.2732727909734277,2,2,110325
202755,427.09,2.0,1.0,0.349,0.208,-0.2732727909734277,2,2,110325
202756,427.34,2.0,1.0,0.368,0.202,-0.2732727909734277,2,2,110325
202757,427.59,2.0,1.0,0.375,0.2,-0.2732727909734277,2,2,110325
202758,427.84,2.0,1.0,0.329,0.215,-0.2732727909734277,2,2,110325
202759,428.09,2.0,1.0,0.355,0.206,-0.2732727909734277,2,2,110325
202760,428.34,2.0,1.0,0.4,0.192,-0.2732727909734277,2,2,110325
202761,428.59,2.0,1.0,0.416,0.187,-0.2732727909734277,2,2,110325
202762,428.84,2.0,1.0,0.446,0.177,-0.2732727909734277,2,2,110325
202763,429.09,2.0,1.0,0.465,0.171,-0.2732727909734277,2,2,110325
202764,429.34,2.0,1.0,0.45,0.176,-0.2732727909734277,2,2,110325
202765,429.59,2.0,1.0,0.299,0.224,-0.2732727909734277,1,1,110325
202766,429.84,2.0,1.0,0.186,0.261,-0.2732727909734277,1,1,110325
202767,430.09,2.0,1.0,0.146,0.273,-0.2740883677049518,1,1,110325
202768,430.34,2.0,1.0,0.16,0.269,-0.2740883677049518,1,1,110325
202769,430.59,2.0,1.0,0.18,0.262,-0.2740883677049518,1,1,110325
202770,430.84,2.0,1.0,0.203,0.255,-0.2740883677049518,1,1,110325
202771,431.09,2.0,1.0,0.204,0.255,-0.2740883677049518,1,1,110325
202772,431.34,2.0,1.0,0.234,0.245,-0.2740883677049518,1,1,110325
202773,431.59,2.0,1.0,0.248,0.241,-0.2740883677049518,1,1,110325
202774,431.84,2.0,1.0,0.249,0.24,-0.2740883677049518,1,1,110325
202775,432.09,2.0,1.0,0.242,0.243,-0.2740883677049518,1,1,110325
202776,432.34,2.0,1.0,0.228,0.247,-0.2740883677049518,1,1,110325
202777,432.59,2.0,1.0,0.207,0.254,-0.2740883677049518,1,1,110325
202778,432.84,2.0,1.0,0.18,0.262,-0.2740883677049518,1,1,110325
202779,433.09,2.0,1.0,0.191,0.259,-0.2740883677049518,1,1,110325
202780,433.34,2.0,1.0,0.204,0.255,-0.2740883677049518,1,1,110325
202781,433.59,2.0,1.0,0.221,0.249,-0.2740883677049518,1,1,110325
202782,433.84,2.0,1.0,0.267,0.235,-0.2740883677049518,1,1,110325
202783,434.09,2.0,1.0,0.311,0.22,-0.2740883677049518,2,2,110325
202784,434.34,2.0,1.0,0.367,0.202,-0.2740883677049518,2,2,110325
202785,434.59,2.0,1.0,0.402,0.191,-0.2740883677049518,2,2,110325
202786,434.84,2.0,1.0,0.469,0.17,-0.2740883677049518,2,2,110325
202787,435.09,2.0,1.0,0.43,0.182,-0.2749054789185309,2,2,110325
202788,435.34,2.0,1.0,0.376,0.2,-0.2749054789185309,2,2,110325
202789,435.59,2.0,1.0,0.374,0.2,-0.2749054789185309,2,2,110325
202790,435.84,2.0,1.0,0.37,0.201,-0.2749054789185309,2,2,110325
202791,436.09,2.0,1.0,0.344,0.21,-0.2749054789185309,2,2,110325
202792,436.34,2.0,1.0,0.316,0.219,-0.2749054789185309,2,2,110325
202793,436.59,2.0,1.0,0.298,0.225,-0.2749054789185309,1,1,110325
202794,436.84,2.0,1.0,0.272,0.233,-0.2749054789185309,1,1,110325
202795,437.09,2.0,1.0,0.175,0.264,-0.2749054789185309,1,1,110325
202796,437.34,2.0,1.0,0.149,0.272,-0.2749054789185309,1,1,110325
202797,437.59,2.0,1.0,0.17,0.266,-0.2749054789185309,1,1,110325
202798,437.84,2.0,1.0,0.186,0.26,-0.2749054789185309,1,1,110325
202799,438.09,2.0,1.0,0.18,0.262,-0.2749054789185309,1,1,110325
202800,438.34,2.0,1.0,0.168,0.266,-0.2749054789185309,1,1,110325
202801,438.59,2.0,1.0,0.163,0.268,-0.2749054789185309,1,1,110325
202802,438.84,2.0,1.0,0.17,0.266,-0.2749054789185309,1,1,110325
202803,439.09,2.0,1.0,0.162,0.268,-0.2749054789185309,1,1,110325
202804,439.34,2.0,1.0,0.145,0.274,-0.2749054789185309,1,1,110325
202805,439.59,2.0,1.0,0.162,0.268,-0.2749054789185309,1,1,110325
202806,439.84,2.0,1.0,0.193,0.258,-0.2749054789185309,1,1,110325
202807,440.09,2.0,1.0,0.207,0.254,-0.27572413039921095,1,1,110325
202808,440.34,2.0,1.0,0.19,0.259,-0.27572413039921095,1,1,110325
202809,440.59,2.0,1.0,0.157,0.27,-0.27572413039921095,1,1,110325
202810,440.84,2.0,1.0,0.22,0.25,-0.27572413039921095,1,1,110325
202811,441.09,2.0,1.0,0.248,0.241,-0.27572413039921095,1,1,110325
202812,441.34,2.0,1.0,0.241,0.243,-0.27572413039921095,1,1,110325
202813,441.59,2.0,1.0,0.211,0.252,-0.27572413039921095,1,1,110325
202814,441.84,2.0,1.0,0.241,0.243,-0.27572413039921095,1,1,110325
202815,442.09,2.0,1.0,0.31,0.216,-0.27572413039921095,2,2,110325
202816,442.34,2.0,1.0,0.296,0.225,-0.27572413039921095,1,1,110325
202817,442.59,2.0,1.0,0.292,0.225,-0.27572413039921095,1,1,110325
202818,442.84,2.0,1.0,0.313,0.22,-0.27572413039921095,2,2,110325
202819,443.09,2.0,1.0,0.333,0.213,-0.27572413039921095,2,2,110325
202820,443.34,2.0,1.0,0.321,0.217,-0.27572413039921095,2,2,110325
202821,443.59,2.0,1.0,0.27,0.233,-0.27572413039921095,1,1,110325
202822,443.84,2.0,1.0,0.185,0.261,-0.27572413039921095,1,1,110325
202823,444.09,2.0,1.0,0.124,0.28,-0.27572413039921095,1,1,110325
202824,444.34,2.0,1.0,0.096,0.289,-0.27572413039921095,1,1,110325
202825,444.59,2.0,1.0,0.077,0.295,-0.27572413039921095,1,1,110325
202826,444.84,2.0,1.0,0.119,0.282,-0.27572413039921095,1,1,110325
202827,445.09,2.0,1.0,0.168,0.266,-0.2765443279648142,1,1,110325
202828,445.34,2.0,1.0,0.211,0.253,-0.2765443279648142,1,1,110325
202829,445.59,2.0,1.0,0.26,0.237,-0.2765443279648142,1,1,110325
202830,445.84,2.0,1.0,0.23,0.246,-0.2765443279648142,1,1,110325
202831,446.09,2.0,1.0,0.179,0.263,-0.2765443279648142,1,1,110325
202832,446.34,2.0,1.0,0.141,0.275,-0.2765443279648142,1,1,110325
202833,446.59,2.0,1.0,0.135,0.277,-0.2765443279648142,1,1,110325
202834,446.84,2.0,1.0,0.134,0.277,-0.2765443279648142,1,1,110325
202835,447.09,2.0,1.0,0.14,0.275,-0.2765443279648142,1,1,110325
202836,447.34,2.0,1.0,0.148,0.273,-0.2765443279648142,1,1,110325
202837,447.59,2.0,1.0,0.156,0.264,-0.2765443279648142,1,1,110325
202838,447.84,2.0,1.0,0.194,0.244,-0.2765443279648142,1,1,110325
202839,448.09,2.0,1.0,0.212,0.252,-0.2765443279648142,1,1,110325
202840,448.34,2.0,1.0,0.23,0.246,-0.2765443279648142,1,1,110325
202841,448.59,2.0,1.0,0.242,0.243,-0.2765443279648142,1,1,110325
202842,448.84,2.0,1.0,0.261,0.236,-0.2765443279648142,1,1,110325
202843,449.09,2.0,1.0,0.276,0.232,-0.2765443279648142,1,1,110325
202844,449.34,2.0,1.0,0.248,0.241,-0.2765443279648142,1,1,110325
202845,449.59,2.0,1.0,0.168,0.266,-0.2765443279648142,1,1,110325
202846,449.84,2.0,1.0,0.127,0.279,-0.2765443279648142,1,1,110325
202847,450.09,2.0,1.0,0.106,0.286,-0.27736607746618774,1,1,110325
202848,450.34,2.0,1.0,0.096,0.289,-0.27736607746618774,1,1,110325
202849,450.59,2.0,1.0,0.087,0.292,-0.27736607746618774,1,1,110325
202850,450.84,2.0,1.0,0.071,0.297,-0.27736607746618774,1,1,110325
202851,451.09,2.0,1.0,0.067,0.299,-0.27736607746618774,1,1,110325
202852,451.34,2.0,1.0,0.069,0.298,-0.27736607746618774,1,1,110325
202853,451.59,2.0,1.0,0.086,0.292,-0.27736607746618774,1,1,110325
202854,451.84,2.0,1.0,0.095,0.29,-0.27736607746618774,1,1,110325
202855,452.09,2.0,1.0,0.101,0.288,-0.27736607746618774,1,1,110325
202856,452.34,2.0,1.0,0.077,0.295,-0.27736607746618774,1,1,110325
202857,452.59,2.0,1.0,0.07,0.297,-0.27736607746618774,1,1,110325
202858,452.84,2.0,1.0,0.081,0.294,-0.27736607746618774,1,1,110325
202859,453.09,2.0,1.0,0.079,0.295,-0.27736607746618774,1,1,110325
202860,453.34,2.0,1.0,0.082,0.294,-0.27736607746618774,1,1,110325
202861,453.59,2.0,1.0,0.091,0.291,-0.27736607746618774,1,1,110325
202862,453.84,2.0,1.0,0.085,0.293,-0.27736607746618774,1,1,110325
202863,454.09,2.0,1.0,0.06,0.301,-0.27736607746618774,1,1,110325
202864,454.34,2.0,1.0,0.058,0.301,-0.27736607746618774,1,1,110325
202865,454.59,2.0,1.0,0.068,0.298,-0.27736607746618774,1,1,110325
202866,454.84,2.0,1.0,0.069,0.298,-0.27736607746618774,1,1,110325
202867,455.09,2.0,1.0,0.049,0.304,-0.27818938478745336,1,1,110325
202868,455.34,2.0,1.0,0.034,0.309,-0.27818938478745336,1,1,110325
202869,455.59,2.0,1.0,0.033,0.309,-0.27818938478745336,1,1,110325
202870,455.84,2.0,1.0,0.04,0.307,-0.27818938478745336,1,1,110325
202871,456.09,2.0,1.0,0.045,0.306,-0.27818938478745336,1,1,110325
202872,456.34,2.0,1.0,0.045,0.306,-0.27818938478745336,1,1,110325
202873,456.59,2.0,1.0,0.04,0.307,-0.27818938478745336,1,1,110325
202874,456.84,2.0,1.0,0.037,0.308,-0.27818938478745336,1,1,110325
202875,457.09,2.0,1.0,0.041,0.307,-0.27818938478745336,1,1,110325
202876,457.34,2.0,1.0,0.061,0.301,-0.27818938478745336,1,1,110325
202877,457.59,2.0,1.0,0.082,0.294,-0.27818938478745336,1,1,110325
202878,457.84,2.0,1.0,0.112,0.284,-0.27818938478745336,1,1,110325
202879,458.09,2.0,1.0,0.163,0.268,-0.27818938478745336,1,1,110325
202880,458.34,2.0,1.0,0.127,0.28,-0.27818938478745336,1,1,110325
202881,458.59,2.0,1.0,0.084,0.293,-0.27818938478745336,1,1,110325
202882,458.84,2.0,1.0,0.085,0.293,-0.27818938478745336,1,1,110325
202883,459.09,2.0,1.0,0.085,0.293,-0.27818938478745336,1,1,110325
202884,459.34,2.0,1.0,0.085,0.293,-0.27818938478745336,1,1,110325
202885,459.59,2.0,1.0,0.082,0.294,-0.27818938478745336,1,1,110325
202886,459.84,2.0,1.0,0.093,0.29,-0.27818938478745336,1,1,110325
202887,460.09,2.0,1.0,0.118,0.281,-0.27901425584626094,1,1,110325
202888,460.34,2.0,1.0,0.132,0.267,-0.27901425584626094,1,1,110325
202889,460.59,2.0,1.0,0.114,0.266,-0.27901425584626094,1,1,110325
202890,460.84,2.0,1.0,0.101,0.26,-0.27901425584626094,1,1,110325
202891,461.09,2.0,1.0,0.129,0.248,-0.27901425584626094,1,1,110325
202892,461.34,2.0,1.0,0.172,0.236,-0.27901425584626094,1,1,110325
202893,461.59,2.0,1.0,0.204,0.253,-0.27901425584626094,1,1,110325
202894,461.84,2.0,1.0,0.238,0.244,-0.27901425584626094,1,1,110325
202895,462.09,2.0,1.0,0.285,0.229,-0.27901425584626094,1,1,110325
202896,462.34,2.0,1.0,0.255,0.238,-0.27901425584626094,1,1,110325
202897,462.59,2.0,1.0,0.216,0.251,-0.27901425584626094,1,1,110325
202898,462.84,2.0,1.0,0.193,0.258,-0.27901425584626094,1,1,110325
202899,463.09,2.0,1.0,0.238,0.244,-0.27901425584626094,1,1,110325
202900,463.34,2.0,1.0,0.29,0.213,-0.27901425584626094,1,1,110325
202901,463.59,2.0,1.0,0.342,0.191,-0.27901425584626094,2,2,110325
202902,463.84,2.0,1.0,0.403,0.175,-0.27901425584626094,2,2,110325
202903,464.09,2.0,1.0,0.439,0.148,-0.27901425584626094,2,2,110325
202904,464.34,2.0,1.0,0.454,0.133,-0.27901425584626094,2,2,110325
202905,464.59,2.0,1.0,0.436,0.151,-0.27901425584626094,2,2,110325
202906,464.84,2.0,1.0,0.406,0.175,-0.27901425584626094,2,2,110325
202907,465.09,2.0,1.0,0.31,0.221,-0.2798406965940431,2,2,110325
202908,465.34,2.0,1.0,0.227,0.247,-0.2798406965940431,1,1,110325
202909,465.59,2.0,1.0,0.177,0.263,-0.2798406965940431,1,1,110325
202910,465.84,2.0,1.0,0.234,0.245,-0.2798406965940431,1,1,110325
202911,466.09,2.0,1.0,0.307,0.222,-0.2798406965940431,2,2,110325
202912,466.34,2.0,1.0,0.365,0.203,-0.2798406965940431,2,2,110325
202913,466.59,2.0,1.0,0.286,0.228,-0.2798406965940431,1,1,110325
